Nome de anuncio;Link;Preco;Data de Carregamento;Preco/m2;Rua/Local/Zona;ID;Freguesia;Municipio;Distrito;area util (m2);area bruta (m2);Tipologia;Ano;No Casas de Banho;Certificado Energetico;Condicao;Group Features ID
b'Apartamento T4 em Santo Tirso (centro)!';https://www.imovirtual.com/pt/anuncio/apartamento-t4-em-santo-tirso-centro-ID15Ee7;185000;09/05/2021;1267;;PortoSanto TirsoSanto Tirso, Couto (Santa Cristina e Sao Miguel) e Burgaes;Santo Tirso, Couto (Santa Cristina e Sao Miguel) e Burgaes;SANTO TIRSO;PORTO;146;Não especificado;T4;1969;2;C;Renovado;F2F5F6F8F9F14F22F24
b'Apartamento T3 em Vila Nova do Campo- Santo Tirso';https://www.imovirtual.com/pt/anuncio/apartamento-t3-em-vila-nova-do-campo-santo-tirso-ID15Uwd;100000;09/05/2021;1127;Rua Padre Alberto Lameira Matos;PortoSanto TirsoVila Nova do Campo;Vila Nova do Campo;SANTO TIRSO;PORTO;88;Não especificado;T3;2005;2;Não especificado;Usado;F2F17
b'Apartamento T2 no Centro da Trofa';https://www.imovirtual.com/pt/anuncio/apartamento-t2-no-centro-da-trofa-ID15uXq;147000;09/05/2021;1288; Finzes;PortoTrofaBougado (Sao Martinho e Santiago);Bougado (Sao Martinho e Santiago);TROFA;PORTO;114;138;T2;2006;2;Não especificado;Usado;F2F10F11F14F15F17F21F22
b'Apartamento T3 Terra\xc3\xa7o- Varanda e Garagem box- Alfena- Valongo';https://www.imovirtual.com/pt/anuncio/apartamento-t3-terraco-varanda-e-garagem-box-alfena-valongo-ID15Oil;175000;09/05/2021;1268;Travessa das Casas Novas;PortoValongoAlfena;Alfena;VALONGO;PORTO;138;216;T3;1999;2;Não especificado;Usado;F10
b'Apartamento como novo Travagem Ermesinde';https://www.imovirtual.com/pt/anuncio/apartamento-como-novo-travagem-ermesinde-ID15KN0;115000;09/05/2021;1278;Travessa 5 de Outubro;PortoValongoErmesinde;Ermesinde;VALONGO;PORTO;90;120;T2;;1;Não especificado;Usado;F2F9F10F22
b'Apartamento T1 em Ermesinde';https://www.imovirtual.com/pt/anuncio/apartamento-t1-em-ermesinde-ID15Le2;126000;09/05/2021;1636;Rua Doutor Nogueira dos Santos;PortoValongoErmesinde;Ermesinde;VALONGO;PORTO;77;97;T1;2006;1;B;Usado;F6F7F11F14F15F17F19F22F24
b'Apartamento T3 Novo - Ermesinde';https://www.imovirtual.com/pt/anuncio/apartamento-t3-novo-ermesinde-IDYF1G;220500;09/05/2021;1853;Rua Doutor Faria Sampaio;PortoValongoErmesinde;Ermesinde;VALONGO;PORTO;119;;T3;2020;2;Isento;Novo;F2F8F14F17F19F22F25
b'Apartamento T2+1 Remodelado e c/ lugar de garagem \xc3\xa0 Rotunda de Ermesin';https://www.imovirtual.com/pt/anuncio/apartamento-t2-1-remodelado-e-c-lugar-de-garagem-a-rotunda-de-ermesin-ID15tvL;139000;09/05/2021;1738;Rua Doutor Antonio Costa e Almeida;PortoValongoErmesinde;Ermesinde;VALONGO;PORTO;80;135;T3;1987;1;C;Renovado;F17F27
b'T2+1 Novo em Cond. Fechado com Piscina na Sta Rita';https://www.imovirtual.com/pt/anuncio/t2-1-novo-em-cond-fechado-com-piscina-na-sta-rita-ID15UJR;202500;09/05/2021;1688;Travessa Ferreira de Castro;PortoValongoErmesinde;Ermesinde;VALONGO;PORTO;120;148;T2;2021;2;Não especificado;Em construcao;F8F10F15F18F19F22F29
b'T1 \xc3\xa0 Rotunda de Ermesinde | Valongo';https://www.imovirtual.com/pt/anuncio/t1-a-rotunda-de-ermesinde-valongo-ID15UJo;130000;09/05/2021;1548;Rua Santa Rita;PortoValongoErmesinde;Ermesinde;VALONGO;PORTO;84;98;T1;1998;2;C;Usado;F14F15F17F19F22
b'Apartamento T3- Arvore- Vila do Conde';https://www.imovirtual.com/pt/anuncio/apartamento-t3-arvore-vila-do-conde-ID15PRm;169000;09/05/2021;1760; Areia;PortoVila do Condearvore;Arvore;VILA DO CONDE;PORTO;96;121;T3;1985;2;Não especificado;Usado;F10
b'Apartamento T2 - Condom\xc3\xadnio Fechado - Azurara- Vila de Conde';https://www.imovirtual.com/pt/anuncio/apartamento-t2-condominio-fechado-azurara-vila-de-conde-ID15Iqi;180000;09/05/2021;2338; Areia;PortoVila do CondeAzurara;Azurara;VILA DO CONDE;PORTO;77;101;T2;1987;2;Isento;Usado;F2F8F10F12F18F20F21
b'T2 c/ Varanda junto \xc3\xa0 praia da Azurara | Vila do Conde';https://www.imovirtual.com/pt/anuncio/t2-c-varanda-junto-a-praia-da-azurara-vila-do-conde-ID15rz5;180000;09/05/2021;2338;Travessa do Gaiato;PortoVila do CondeAzurara;Azurara;VILA DO CONDE;PORTO;77;100;T2;;2;C;Renovado;F2F8F12F14F16F17F18F20F23
b'Apartamento T2 a 50 metros da praia com vista mar e garagem';https://www.imovirtual.com/pt/anuncio/apartamento-t2-a-50-metros-da-praia-com-vista-mar-e-garagem-ID159fs;Precosobconsulta;09/05/2021;Nao apresenta;Rua Almeida Garrett;PortoVila do CondeMindelo;Mindelo;VILA DO CONDE;PORTO;78;78;T2;1982;1;D;Usado;F2F6F9F12F16F25
b'Apartamento T4 com vistas mar em Mindelo- Vila do Conde';https://www.imovirtual.com/pt/anuncio/apartamento-t4-com-vistas-mar-em-mindelo-vila-do-conde-ID15Hfu;155000;09/05/2021;1131;Rua de Madrid;PortoVila do CondeMindelo;Mindelo;VILA DO CONDE;PORTO;137;137;T4;1989;2;D;Não especificado;F6
b'Apartamento T3 renovado em Vilar do Pinheiro';https://www.imovirtual.com/pt/anuncio/apartamento-t3-renovado-em-vilar-do-pinheiro-ID14cqs;145000;09/05/2021;1436;Rua das aguas Ferreas;PortoVila do CondeVilar de Pinheiro;Vilar de Pinheiro;VILA DO CONDE;PORTO;101;117;T3;1994;2;D;Renovado;F2F10F14F17F21F22F24
b'Apartamento T3 renovado em Vilar do Pinheiro';https://www.imovirtual.com/pt/anuncio/apartamento-t3-renovado-em-vilar-do-pinheiro-ID15TPc;145000;09/05/2021;1436;Rua Particular Altino Maia Sousa;PortoVila do CondeVilar de Pinheiro;Vilar de Pinheiro;VILA DO CONDE;PORTO;101;117;T3;;2;D;Renovado;F10F22
b'T2 Novo- \xc3\xbaltimo p/ venda- Junto Pingo Doce Madalena';https://www.imovirtual.com/pt/anuncio/t2-novo-ultimo-p-venda-junto-pingo-doce-madalena-ID15Mrd;205000;09/05/2021;2018; Madalena;PortoVila Nova de GaiaArcozelo;Arcozelo;VILA NOVA DE GAIA;PORTO;101;101;T2;2019;2;Isento;Em construcao;F3F8F14F19F22F25
b'Apartamento T4 - Praia da Granja Residence';https://www.imovirtual.com/pt/anuncio/apartamento-t4-praia-da-granja-residence-ID14Opx;495000;09/05/2021;2565;Rua Conde de Burnay;PortoVila Nova de GaiaArcozelo;Arcozelo;VILA NOVA DE GAIA;PORTO;193;251;T4;2020;4;Não especificado;Não especificado;F2F3F8F12F14F17F19F22
b'Apartamento T4 com terra\xc3\xa7o de 109m2 - Praia da Granja Residence';https://www.imovirtual.com/pt/anuncio/apartamento-t4-com-terraco-de-109m2-praia-da-granja-residence-ID14Ops;484000;09/05/2021;2645;Rua Conde de Burnay;PortoVila Nova de GaiaArcozelo;Arcozelo;VILA NOVA DE GAIA;PORTO;183;332;T4;2020;3;Não especificado;Não especificado;F3F8F14F17F19F22F27
b'Apartamento T4 com terra\xc3\xa7o de 109m2 - Praia da Granja Residence';https://www.imovirtual.com/pt/anuncio/apartamento-t4-com-terraco-de-109m2-praia-da-granja-residence-ID14Ops;484000;09/05/2021;2645;Rua Conde de Burnay;PortoVila Nova de GaiaArcozelo;Arcozelo;VILA NOVA DE GAIA;PORTO;183;332;T4;2020;3;Não especificado;Não especificado;F3F8F14F17F19F22F27
b'Apartamento T4 em fase final de constru\xc3\xa7\xc3\xa3o no Praia da Granja Residenc';https://www.imovirtual.com/pt/anuncio/apartamento-t4-em-fase-final-de-construcao-no-praia-da-granja-residenc-ID14Opq;484000;09/05/2021;2508;Rua Conde de Burnay;PortoVila Nova de GaiaArcozelo;Arcozelo;VILA NOVA DE GAIA;PORTO;193;252;T4;2020;4;Não especificado;Não especificado;F2F3F8F12F14F17F19F22F27
b'T2+1 de 2019 a 500m da Praia da Granja';https://www.imovirtual.com/pt/anuncio/t2-1-de-2019-a-500m-da-praia-da-granja-ID13UoT;295000;09/05/2021;2418;Rua Conde de Burnay;PortoVila Nova de GaiaArcozelo;Arcozelo;VILA NOVA DE GAIA;PORTO;122;180;T2;2019;2;A;Novo;F2F3F8F9F15F19F21F22F25F27
b'Apartamento T4 com terra\xc3\xa7o de 109m2 - Praia da Granja Residence';https://www.imovirtual.com/pt/anuncio/apartamento-t4-com-terraco-de-109m2-praia-da-granja-residence-IDZFZw;484000;09/05/2021;2645;Rua Conde de Burnay;PortoVila Nova de GaiaArcozelo;Arcozelo;VILA NOVA DE GAIA;PORTO;183;332;T4;2020;3;Não especificado;Não especificado;F3F8F14F17F19F22F27
b'Apartamento T4 - Praia da Granja Residence';https://www.imovirtual.com/pt/anuncio/apartamento-t4-praia-da-granja-residence-IDZFZn;495000;09/05/2021;2565;Rua Conde de Burnay;PortoVila Nova de GaiaArcozelo;Arcozelo;VILA NOVA DE GAIA;PORTO;193;251;T4;2020;4;Não especificado;Não especificado;F2F3F8F12F14F17F19F22
b'T3 Novo com 4 lugares de garagem + arrumo e varandas em L (26-4m2)';https://www.imovirtual.com/pt/anuncio/t3-novo-com-4-lugares-de-garagem-arrumo-e-varandas-em-l-26-4m2-ID15yQe;318000;09/05/2021;2672;Travessa do Eirado;PortoVila Nova de GaiaArcozelo;Arcozelo;VILA NOVA DE GAIA;PORTO;119;146;T3;2021;3;A;Novo;F2F3F8F11F14F19F22F25F27
b'T2 NOVO - varanda e garagem 4 carros - a 300m praia - Granja';https://www.imovirtual.com/pt/anuncio/t2-novo-varanda-e-garagem-4-carros-a-300m-praia-granja-ID15OiA;244000;09/05/2021;2302;Travessa do Eirado;PortoVila Nova de GaiaArcozelo;Arcozelo;VILA NOVA DE GAIA;PORTO;106;139;T2;2020;2;A;Novo;F1F2F3F8F11F14F17F19F22F25
b'T3 Granja- Perto das Piscinas- 198m2- Garagem 4 carros';https://www.imovirtual.com/pt/anuncio/t3-granja-perto-das-piscinas-198m2-garagem-4-carros-ID15O9B;328000;09/05/2021;2745;Rua Mariano de Carvalho;PortoVila Nova de GaiaArcozelo;Arcozelo;VILA NOVA DE GAIA;PORTO;119;198;T3;2020;3;A;Em construcao;F2F3F8F14F21F22F25F27
b'T3 \xc3\xbaltimo piso - terra\xc3\xa7o (117m2) a 300m praia da Granja';https://www.imovirtual.com/pt/anuncio/t3-ultimo-piso-terraco-117m2-a-300m-praia-da-granja-ID15JFb;485000;09/05/2021;3255;Travessa do Eirado;PortoVila Nova de GaiaArcozelo;Arcozelo;VILA NOVA DE GAIA;PORTO;149;278;T3;2020;3;A;Novo;F1F2F3F8F11F14F17F19F22F25F27
b'Apartamento T2 Arcozelo condom\xc3\xadnio fechado';https://www.imovirtual.com/pt/anuncio/apartamento-t2-arcozelo-condominio-fechado-ID15J1W;163000;09/05/2021;1698;Avenida Joao Paulo II;PortoVila Nova de GaiaArcozelo;Arcozelo;VILA NOVA DE GAIA;PORTO;96;125;T2;2005;2;C;Usado;F2F5F8F11F12F14F15F18F19F22F25F29
b'T2+1 novo com varandas a cerca de 300 metros da Praia da Granja!';https://www.imovirtual.com/pt/anuncio/t2-1-novo-com-varandas-a-cerca-de-300-metros-da-praia-da-granja-ID15wyh;272000;09/05/2021;2894;Travessa do Eirado;PortoVila Nova de GaiaArcozelo;Arcozelo;VILA NOVA DE GAIA;PORTO;94;110;T2;2020;2;B;Novo;F1F2F3F5F11F14F19F22F25
b'T3 Novo - terra\xc3\xa7o - Sul/Poente - 300m praia Granja';https://www.imovirtual.com/pt/anuncio/t3-novo-terraco-sul-poente-300m-praia-granja-ID15tj8;328000;09/05/2021;2733;Travessa do Eirado;PortoVila Nova de GaiaArcozelo;Arcozelo;VILA NOVA DE GAIA;PORTO;120;212;T3;2020;3;A;Novo;F1F2F3F8F11F14F17F18F19F22F25F27
b'T3 Novo - terra\xc3\xa7o 107m2 - garagem 4 carros - 300m praia Granja';https://www.imovirtual.com/pt/anuncio/t3-novo-terraco-107m2-garagem-4-carros-300m-praia-granja-ID15tfM;333750;09/05/2021;2781;Travessa do Eirado;PortoVila Nova de GaiaArcozelo;Arcozelo;VILA NOVA DE GAIA;PORTO;120;281;T3;2020;3;A;Novo;F1F2F3F8F11F14F17F18F19F22F25F27
b'T3 Penthouse de Luxo Arcozelo Zona da Granja Terra\xc3\xa7o a 180\xc2\xba 3 Frentes';https://www.imovirtual.com/pt/anuncio/t3-penthouse-de-luxo-arcozelo-zona-da-granja-terraco-a-180-3-frentes-ID15UvO;485000;09/05/2021;3255;Rua Mariano de Carvalho;PortoVila Nova de GaiaArcozelo;Arcozelo;VILA NOVA DE GAIA;PORTO;149;278;T3;2021;3;A;Novo;F3F8F11F12F14F18F19F22F25F27
b'T3 Novo de Luxo Granja Quinta de Forbes Sul/Poente Terra\xc3\xa7o 78m2';https://www.imovirtual.com/pt/anuncio/t3-novo-de-luxo-granja-quinta-de-forbes-sul-poente-terraco-78m2-ID15Uvz;328000;09/05/2021;2745;Rua Mariano de Carvalho;PortoVila Nova de GaiaArcozelo;Arcozelo;VILA NOVA DE GAIA;PORTO;119;250;T3;2021;3;A;Novo;F3F8F9F11F12F14F17F19F22F25F27
b'T1 de Luxo Quinta da Forbes Granja Varanda 20m2 Lug Garagem e Arrumo';https://www.imovirtual.com/pt/anuncio/t1-de-luxo-quinta-da-forbes-granja-varanda-20m2-lug-garagem-e-arrumo-ID15Uvo;171500;09/05/2021;2927;Rua Mariano de Carvalho;PortoVila Nova de GaiaArcozelo;Arcozelo;VILA NOVA DE GAIA;PORTO;58;95;T1;2021;1;A;Novo;F2F3F8F11F14F19F22F25
b'Apartamento T1+1 como novo | Condom\xc3\xadnio fechado | A 10 minutos a p\xc3\xa9 da';https://www.imovirtual.com/pt/anuncio/apartamento-t1-1-como-novo-condominio-fechado-a-10-minutos-a-pe-da-ID15TWS;128000;09/05/2021;1939;Rua Fartinha;PortoVila Nova de GaiaArcozelo;Arcozelo;VILA NOVA DE GAIA;PORTO;66;81;T1;2001;1;C;Não especificado;
b'T2 Parque Biol\xc3\xb3gico';https://www.imovirtual.com/pt/anuncio/t2-parque-biologico-ID155hT;130000;09/05/2021;1787; Urbanizacao Pinhais Bastos;PortoVila Nova de GaiaAvintes;Avintes;VILA NOVA DE GAIA;PORTO;72;85;T2;2001;Não especificado;Não especificado;Usado;F2F9F14F17F22
b'T3 Avintes Novo- Terra\xc3\xa7o 64m2';https://www.imovirtual.com/pt/anuncio/t3-avintes-novo-terraco-64m2-ID15Mfs;246000;09/05/2021;2236;Rua Escola Central;PortoVila Nova de GaiaAvintes;Avintes;VILA NOVA DE GAIA;PORTO;110;174;T3;2020;2;Isento;Em construcao;F3F5F9F14F19F25F27
b'Apartamento T2 com garagem box no centro de Canelas';https://www.imovirtual.com/pt/anuncio/apartamento-t2-com-garagem-box-no-centro-de-canelas-ID15RSL;199000;09/05/2021;1860;Rua Delfim Lima;PortoVila Nova de GaiaCanelas;Canelas;VILA NOVA DE GAIA;PORTO;107;136;T2;2012;Não especificado;Não especificado;Não especificado;F2F4F6F8F10F14F15F19F22F29
b'Impec\xc3\xa1vel T2+1 em Canelas em frente \xc3\xa0 Escola Secund\xc3\xa1ria com Box para 4';https://www.imovirtual.com/pt/anuncio/impecavel-t2-1-em-canelas-em-frente-a-escola-secundaria-com-box-para-4-ID13UPf;175000;09/05/2021;1842;Travessa das Amoras;PortoVila Nova de GaiaCanelas;Canelas;VILA NOVA DE GAIA;PORTO;95;95;T3;1999;2;C;Renovado;F2F6F8F18F19F21F22F25
b'Apartamento T2 Canelas';https://www.imovirtual.com/pt/anuncio/apartamento-t2-canelas-ID15QEq;116000;09/05/2021;1160;Rua da Lagarteira;PortoVila Nova de GaiaCanelas;Canelas;VILA NOVA DE GAIA;PORTO;100;105;T2;1991;1;E;Usado;F6F14
b'Apartamento T2 com garagem box no centro de Canelas.';https://www.imovirtual.com/pt/anuncio/apartamento-t2-com-garagem-box-no-centro-de-canelas-ID15R5W;199000;09/05/2021;1860;Rua Delfim Lima;PortoVila Nova de GaiaCanelas;Canelas;VILA NOVA DE GAIA;PORTO;107;136;T2;2012;2;A;Novo;F2F4F6F8F14F15F21F22
b'Apartamento T2 restaurado com varanda - Centro de Canelas';https://www.imovirtual.com/pt/anuncio/apartamento-t2-restaurado-com-varanda-centro-de-canelas-ID15Saf;116000;09/05/2021;1160;Praca 18 de Dezembro;PortoVila Nova de GaiaCanelas;Canelas;VILA NOVA DE GAIA;PORTO;100;105;T2;1991;1;E;Renovado;F6F11F14F24
b'T3 Canidelo Vistas Mar e Rio';https://www.imovirtual.com/pt/anuncio/t3-canidelo-vistas-mar-e-rio-ID14X8l;165000;09/05/2021;1650; Canidelo;PortoVila Nova de GaiaCanidelo;Canidelo;VILA NOVA DE GAIA;PORTO;100;100;T3;2000;2;C;Não especificado;F2F11F12F13F15F19F21F22
b'Apartamento T2+1 Venda em Canidelo-Vila Nova de Gaia';https://www.imovirtual.com/pt/anuncio/apartamento-t2-1-venda-em-canidelo-vila-nova-de-gaia-ID14Rlj;255000;09/05/2021;2653; Canidelo;PortoVila Nova de GaiaCanidelo;Canidelo;VILA NOVA DE GAIA;PORTO;96;109;T2;;2;A;Em construcao;F2F3F4F14F17F19F20F22
b'Apartamento T2 - Condom\xc3\xadnio com piscina- frente ao mar. Gaia';https://www.imovirtual.com/pt/anuncio/apartamento-t2-condominio-com-piscina-frente-ao-mar-gaia-ID14KGK;340000;09/05/2021;3238; Canidelo;PortoVila Nova de GaiaCanidelo;Canidelo;VILA NOVA DE GAIA;PORTO;105;130;T2;2020;2;A;Em construcao;F2F3F8F12F14F18F20F22F25
b'Apartamento T2 - Condom\xc3\xadnio com piscina- frente ao mar. Gaia';https://www.imovirtual.com/pt/anuncio/apartamento-t2-condominio-com-piscina-frente-ao-mar-gaia-ID14KGs;315000;09/05/2021;3424; Canidelo;PortoVila Nova de GaiaCanidelo;Canidelo;VILA NOVA DE GAIA;PORTO;92;117;T2;2021;2;A;Em construcao;F3F8F12F14F18F20F22F25F27
b'T2 em Primeira Linha de Mar';https://www.imovirtual.com/pt/anuncio/t2-em-primeira-linha-de-mar-ID15iwx;413500;09/05/2021;3759; Canidelo;PortoVila Nova de GaiaCanidelo;Canidelo;VILA NOVA DE GAIA;PORTO;110;Não especificado;T2;2022;3;A;Em construcao;F2F3F8F10F12F22
b'T2 NOVO com 2 Varandas (14-7m2)- 3 frentes e lugar de garagem + arrumo';https://www.imovirtual.com/pt/anuncio/t2-novo-com-2-varandas-14-7m2-3-frentes-e-lugar-de-garagem-arrumo-ID15LI4;222500;09/05/2021;2342; Canidelo;PortoVila Nova de GaiaCanidelo;Canidelo;VILA NOVA DE GAIA;PORTO;95;109;T2;2021;2;A;Novo;F2F3F8F11F14F22F25
b'Apartamento T3 em Canidelo- Vila Nova de Gaia';https://www.imovirtual.com/pt/anuncio/apartamento-t3-em-canidelo-vila-nova-de-gaia-ID15MIR;111000;09/05/2021;1247; Canidelo;PortoVila Nova de GaiaCanidelo;Canidelo;VILA NOVA DE GAIA;PORTO;89;95;T3;1993;1;E;Usado;F1F2F22
b'Apartamento T2 - Condom\xc3\xadnio com piscina- frente ao mar. Gaia';https://www.imovirtual.com/pt/anuncio/apartamento-t2-condominio-com-piscina-frente-ao-mar-gaia-ID15MCO;310000;09/05/2021;3370; Canidelo;PortoVila Nova de GaiaCanidelo;Canidelo;VILA NOVA DE GAIA;PORTO;92;117;T2;2021;2;A;Em construcao;F2F3F8F12F14F18F19F25
b'Apartamento T3 Frente Mar';https://www.imovirtual.com/pt/anuncio/apartamento-t3-frente-mar-ID13Dml;550000;09/05/2021;4933; Canidelo;PortoVila Nova de GaiaCanidelo;Canidelo;VILA NOVA DE GAIA;PORTO;111;301;T3;;3;A;Em construcao;F10F22
b'Apartamento T3 fant\xc3\xa1stico na praia de Canidelo';https://www.imovirtual.com/pt/anuncio/apartamento-t3-fantastico-na-praia-de-canidelo-ID13pw9;650000;09/05/2021;5242; Canidelo;PortoVila Nova de GaiaCanidelo;Canidelo;VILA NOVA DE GAIA;PORTO;124;;T3;2019;3;A;Novo;F3F8F12F17F22
b'T3 PRAIA Lavadores - COMO NOVO - Excelente Constru\xc3\xa7\xc3\xa3o';https://www.imovirtual.com/pt/anuncio/t3-praia-lavadores-como-novo-excelente-construcao-ID1322s;380000;09/05/2021;2375; Canidelo;PortoVila Nova de GaiaCanidelo;Canidelo;VILA NOVA DE GAIA;PORTO;160;190;T3;;3;Não especificado;Usado;F4F6F8F12F14F15F19F21F22F29
b'T2 com vista rio';https://www.imovirtual.com/pt/anuncio/t2-com-vista-rio-ID12c3f;395000;09/05/2021;4293; Canidelo;PortoVila Nova de GaiaCanidelo;Canidelo;VILA NOVA DE GAIA;PORTO;92;Não especificado;T2;2020;3;A;Em construcao;F3F8F10F13F22
b'T3 em Lavadores';https://www.imovirtual.com/pt/anuncio/t3-em-lavadores-ID12c16;410000;09/05/2021;3037; Canidelo;PortoVila Nova de GaiaCanidelo;Canidelo;VILA NOVA DE GAIA;PORTO;135;Não especificado;T3;2023;3;Não especificado;Em construcao;F2F8F11F12F15F17F22
b'T4 em Lavadores';https://www.imovirtual.com/pt/anuncio/t4-em-lavadores-ID12c15;580000;09/05/2021;3558; Canidelo;PortoVila Nova de GaiaCanidelo;Canidelo;VILA NOVA DE GAIA;PORTO;163;Não especificado;T4;2023;3;Não especificado;Em construcao;F2F8F11F12F15F17F22
b'Apartamento T3 Condom\xc3\xadnio Fechado Canidelo Praia';https://www.imovirtual.com/pt/anuncio/apartamento-t3-condominio-fechado-canidelo-praia-ID15DdB;350000;09/05/2021;2188; Canidelo;PortoVila Nova de GaiaCanidelo;Canidelo;VILA NOVA DE GAIA;PORTO;160;205;T3;;2;B;Usado;F10F22
b'Apartamento T2 em Lavadores';https://www.imovirtual.com/pt/anuncio/apartamento-t2-em-lavadores-ID15cca;435000;09/05/2021;4394; Canidelo;PortoVila Nova de GaiaCanidelo;Canidelo;VILA NOVA DE GAIA;PORTO;99;Não especificado;T2;2021;3;B;Em construcao;F2F3F8F13F17F22
b'T1 Praia de Canidelo (V.N.Gaia)';https://www.imovirtual.com/pt/anuncio/t1-praia-de-canidelo-v-n-gaia-ID14tGR;205000;09/05/2021;2470; Canidelo;PortoVila Nova de GaiaCanidelo;Canidelo;VILA NOVA DE GAIA;PORTO;83;95;T1;2021;1;Isento;Em construcao;F12F15F16F17F19F22
b'T1 Praia de Canidelo (V.N.Gaia)';https://www.imovirtual.com/pt/anuncio/t1-praia-de-canidelo-v-n-gaia-ID14tGR;205000;09/05/2021;2470; Canidelo;PortoVila Nova de GaiaCanidelo;Canidelo;VILA NOVA DE GAIA;PORTO;83;95;T1;2021;1;Isento;Em construcao;F12F15F16F17F19F22
b'T2+1 com terra\xc3\xa7o e garagem fechada em Canidelo';https://www.imovirtual.com/pt/anuncio/t2-1-com-terraco-e-garagem-fechada-em-canidelo-ID15Tkh;216000;09/05/2021;1565; Canidelo;PortoVila Nova de GaiaCanidelo;Canidelo;VILA NOVA DE GAIA;PORTO;138;186;T3;2000;2;Não especificado;Usado;F10
b'T2 -Canidelo -Vila Nova de Gaia';https://www.imovirtual.com/pt/anuncio/t2-canidelo-vila-nova-de-gaia-ID15Tan;265000;09/05/2021;2760; Canidelo;PortoVila Nova de GaiaCanidelo;Canidelo;VILA NOVA DE GAIA;PORTO;96;108;T2;2021;2;Isento;Em construcao;F12F15F17F19F22
b'SEASHORE &#124 Apartamento T2 Duplex Jacuzzi &#124 Praia de Canidelo';https://www.imovirtual.com/pt/anuncio/seashore-124-apartamento-t2-duplex-jacuzzi-124-praia-de-canidelo-ID15lDo;467000;09/05/2021;2126; Canidelo;PortoVila Nova de GaiaCanidelo;Canidelo;VILA NOVA DE GAIA;PORTO;219;260;T2;2022;3;A;Em construcao;F2F10F12F14F17F18F19F22
b'SEASHORE &#124 Apartamento T3 &#124 Praia de Canidelo- Vila Nova de';https://www.imovirtual.com/pt/anuncio/seashore-124-apartamento-t3-124-praia-de-canidelo-vila-nova-de-ID15avd;519500;09/05/2021;2870; Canidelo;PortoVila Nova de GaiaCanidelo;Canidelo;VILA NOVA DE GAIA;PORTO;181;213;T3;2020;Não especificado;A;Em construcao;F2F10F12F14F17F18F19F22
b'Apartamento T3 proximo 1\xc2\xba Linha mar';https://www.imovirtual.com/pt/anuncio/apartamento-t3-proximo-1-linha-mar-ID14yFs;515000;09/05/2021;3047; Canidelo;PortoVila Nova de GaiaCanidelo;Canidelo;VILA NOVA DE GAIA;PORTO;169;;T3;2018;3;A;Novo;F2F3F4F8F12F14F15F17F18F19F22F29
b'Apartamento T3 Canidelo proximo 1\xc2\xaa Linha Mar';https://www.imovirtual.com/pt/anuncio/apartamento-t3-canidelo-proximo-1-linha-mar-ID14yET;515000;09/05/2021;3047; Canidelo;PortoVila Nova de GaiaCanidelo;Canidelo;VILA NOVA DE GAIA;PORTO;169;;T3;2018;3;A;Novo;F2F4F8F12F14F15F17F19F22F25F29
b'Apartamento T3 na 1\xc2\xaa linha de Mar- em Canidelo Terra\xc3\xa7o';https://www.imovirtual.com/pt/anuncio/apartamento-t3-na-1-linha-de-mar-em-canidelo-terraco-ID13r6J;680000;09/05/2021;5440; Canidelo;PortoVila Nova de GaiaCanidelo;Canidelo;VILA NOVA DE GAIA;PORTO;125;155;T3;;2;A;Novo;F2F8F12F17F19F22F29
b'Oportunidade! -T2 Canelas -VN Gaia';https://www.imovirtual.com/pt/anuncio/oportunidade-t2-canelas-vn-gaia-ID15QUC;116000;09/05/2021;1; Canidelo;PortoVila Nova de GaiaCanidelo;Canidelo;VILA NOVA DE GAIA;PORTO;99;99;T2;1991;1;E;Renovado;F2F6
b'T2 de Luxo Canidelo a 800m da Praia 2 Piso 3 Frentes Lugar de Garagem';https://www.imovirtual.com/pt/anuncio/t2-de-luxo-canidelo-a-800m-da-praia-2-piso-3-frentes-lugar-de-garagem-ID15QUa;222500;09/05/2021;2359; Canidelo;PortoVila Nova de GaiaCanidelo;Canidelo;VILA NOVA DE GAIA;PORTO;94;130;T2;2022;3;A;Novo;F2F3F8F9F11F14F17F19F22F25
b'T2 Canidelo nos 4 Caminhos- Vistas de Mar e Lug. Garagem';https://www.imovirtual.com/pt/anuncio/t2-canidelo-nos-4-caminhos-vistas-de-mar-e-lug-garagem-ID15Q3J;129500;09/05/2021;1257; Canidelo;PortoVila Nova de GaiaCanidelo;Canidelo;VILA NOVA DE GAIA;PORTO;103;114;T2;1990;1;C;Usado;F2F6F9F12F14F17F19F22F25
b'Apartamento T3 em Condom\xc3\xadnio Fechado.';https://www.imovirtual.com/pt/anuncio/apartamento-t3-em-condominio-fechado-ID15Pg6;250000;09/05/2021;1894; Canidelo;PortoVila Nova de GaiaCanidelo;Canidelo;VILA NOVA DE GAIA;PORTO;132;170;T3;2002;1;Não especificado;Usado;F10F17
b'Moradias Nova C/ Piscina - T3 Canidelo';https://www.imovirtual.com/pt/anuncio/moradias-nova-c-piscina-t3-canidelo-ID15NYJ;600000;09/05/2021;2740; Canidelo;PortoVila Nova de GaiaCanidelo;Canidelo;VILA NOVA DE GAIA;PORTO;219;219;T3;2019;4;A;Novo;F3F8F9F14F19F20F21F27F29
